rent	condominium	iptu	adress	area	room	car_space	bathroom	description	link
1250	600		Mansões Santo Antônio, Campinas	24			1	Garden Office Sala comercial para aluguel com 24 metros quadrados em um dos bairros mais procurados de Campinas, no Mansões Santo Antônio.A sala contempla 24 metros qua...	
14998		640	Castelo, Campinas	660		16		Excelente prédio comercial no Castelo, com 660 m2 de área construída, subsolo com 14 vagas de garagem, piso térreo e superior com 220m², com copa/área de serviço e 4 banheiros send...	
10000		936	Rua Sylvia da Silva Braga, Jardim Santa Mônica	589		6		Barracão para locação ou venda no bairro Jardim Santa Mônica, frente ao Aeroclub, próximo à Rodovia D. Pedro. Barracão com 720 metros de terreno e 589 metros de construção, rec...	
7000		187	Rua Rafael Sampaio, Vila Angelino Rossi	201		7	3	SALÃO NA VILA ANGELINO ROSSI EM CAMPINAS ALUGA.201,00 m².'Esquina'.Zoneamento ZC2.Piso porcelanato.03 salas amplas no pavimento superior.03 wc's.Copa.	
1800	742	525	Rua Amador Bueno, Vila Industrial	59	2	2	1	Lindo apartamento no bairro Vila Industrial para locação. Sala dois ambientes com piso carpete de madeira, mesa de jantar, sofá, rack e TV, cozinha americana com armários embutidos...	
11000		2600	Jardim Aparecida, Campinas	1130				Ótimo galpão comercial! Excelente localização na marginal da rodovia Anhanguera c/ fácil acesso a rodovia Dom Pedro e Bandeirantes.Terreno de 1089 m² e 1130 m² de área cons...	
20000		3450	Jardim Nossa Senhora Auxiliadora, Campinas	1345		5	6	Espaço Comercial com 1.345 m² com um grande salão, banheiros feminino e masculino, cozinha planejada e um amplo espaço de garagem. Ideal para revendedoras de carro. Excelente l...	
15000		1806	Rua da Abolição, Ponte Preta	758		6		Ótimo ponto comercial Rua Da Abolição, zoneamento 12, grande fluxo.780 m² de área construída, 3 escritórios, 6 wc's, copa, salão com aproximadamente 600 m², 4 m de pé direito,...	
1550	800	260	Rua Frei Manoel da Ressurreição, Jardim Guanabara	50		1	2	Sala comercial pronta para receber seu escritório. Possui 2 banheiros, 1 vaga de garagem e piso todo em porcelanato. O condomínio conta com auditório para 30 pessoas. Possui ainda...	
15000		20000	Rua Artur Leite de Barros Júnior, Jardim do Lago	1162		6	3	Galpão, Comercial, Industrial, Zoneamento 11, Locação, 1161 m² de Construção, 1060 m² de Terreno, Jardim do Lago, Amoreiras, Campinas/SPExcelente Galpão, pé direito que possibi...	
3834	410	110	Rua do Sol, Jardim do Sol	86	3	2	2	Alugue sem sair de casa, processo 100% digital!  Visando priorizar a saúde de nossos colaboradores, parceiros e clientes, as visitas presenciais foram suspensas por tempo i...	
2100	583	148	Avenida Benjamin Constant, Cambuí	47	1	1	1	Apartamento mobiliado no coração do Cambuí! Andar alto à uma quadra do centro de convivência e do supermercado Pão de Açúcar e Julio de Mesquita, a cinco minutos de caminhada do ce...	
13800	260	508	Nova Campinas, Campinas	184		4	2	Sala comercial, 2 banheiro(s), 4 garagem(ns), 184,00m² -	
3000		400	Avenida Mirandópolis, Vila Pompéia	250	3	4	3	CASA SOBRADO RESIDENCIAL/COMERCIAL NA VILA POMPÉIA EM CAMPINAS ALUGA.250,00 m².02 salas.03 dormitórios com armários sendo 01 suíte.Cozinha com armário.Wc de ser...	
46648	1250		Nova Campinas, Campinas	585		4	2	Loja Comercial, 2 banheiro(s), 4 garagem(ns) -	
12000		8700	Barão Geraldo, Campinas	9771				Área Para Condomínio, Murada, Com Amplos Portões, Próximo A Antiga Telebras, Com 9.771 M² E Área De Lazer Completa, Salão De Festas, 02 Wcs, Todo Gramado, Contém 02 Casas, 12 Suíte...	
800	480	251	Rua Avelino Amaral, Jardim Paraíso	53	1		1	Oportunidade!!! De R$ 190.000,000 por R$ 180.000,00. Apartamento com 1 dormitório, no 4o. andar, sol da manhã (sala com 2 ambientes, quarto grande, cozinha, banheiro e área de serv...	
1339	405	54	Santa Genebra, Campinas	70	3	1	2	Apartamento para Aluguel - Santa Genebra, 3 Quartos, 70 - Campinas	
15000		1080	Cambuí, Campinas	430		8		Prédio comercial para locação. Ótima localização no bairro Cambuí. Esquina com grande visibilidade em rua de grande fluxo de veículos e pessoas. 10 metros de frente e 30 metros de...	
3500	542	1693	Cambuí, Campinas	58	2	2	1	Lindo apartamento para alugar no miolo do Cambuí, semi mobiliado e decorado, com 2 quartos planejados, salas de estar e jantar, cozinha e lavanderia planejadas. Condomínio com laze...	
2500	803	199	Avenida Benjamin Constant, Cambuí	45	1	2	1	Apartamento no coração do Cambuí! A uma quadra do centro de convivência e do supermercado Pão de Açúcar e Julio de Mesquita, a cinco minutos de caminhada do centro da cidade; Estac...	
12000		1000	Rua Doutor Emílio Ribas, Cambuí	316	1	3	4	Casa comercial alugar Cambuí / CampinasCasa comercial no CambuíImobiliária em CampinasExcelente imóvel comercial no Cambuí. Em ponto mais que desejado e charmoso do...	
8500		874	Rua Pedro Moreira, Parque Via Norte	276		9	3	BARRACÃO COMERCIAL NO PARQUE VIA NORTE EM CAMPINAS ALUGA.276,11 m².08 salas.03 wc's.09 vagas de estacionamento.Agende agora a sua visita no site zeloimoveis.com	
850	670	95	Rua Major Telmo Coelho Filho, Parque Brasília	51	1	1	1	Apartamento para Locação, Condomínio Pérgola Residencial, Parque Brasília, Campinas. 1 dormitório com armário, cozinha com armários, sala ampla com sacada,área de serviço com porta...	
18500	380728	1665	Avenida Mackenzie, Vila Brandina	340		10	8	Ótima localização, região do Shopping Iguatemi Campinas, fácil acesso a Rodovias. Prédio de lajes corporativas, área 340m² útil, 8 banheiros, 4 copas, 10 vagas de garagem no segund...	
6500	1300	300	Rua Engenheiro José Francisco Bento Homem de Mello, Jardim Madalena	106	3	2	4	Apartamento mobiliado para locação na região do Galleria, andar alto, completo em armários e ar condicionado, living dois ambientes integrado a varanda gourmet, três dormitórios, u...	
10000		857	Rua das Orquídeas, Chácara Primavera	504	4	8	4	Excelente Mansão com 504M² sendo Sala de Tv, Sala de Estar, Sala de Jantar, Área de Serviço, Banheiros, Dormitórios, Vagas de Garagem,possui amplo jardim sensação de natureza.	
850		60	Avenida Doutor Betim, Vila Marieta	25		1	1	Salão em Avenida de 25 m², wc, piso frio adaptado para salão de beleza -	
4500	990	135	Rua Emília Paiva Meira, Cambuí	77	2	2	2	COBERTURA EXTREMAMENTE DIFERENCIADA EM LOCALIZAÇÃO ÍMPAR DO CAMBUÍ.São 2 dormitórios planejados e climatizados sendo 1 suíte, amplo living climatizado acomoda 3 ambientes com a...	
7500		485	Jardim Nossa Senhora Auxiliadora, Campinas	684				Excelente terreno totalmente plano no bairro Jardim Nossa Senhora Auxiliadora, medindo de área total 684,00 m², sendo 10 metros de frente, localização de grande fluxo de veículos,...	
6500		600	Vila Paraíso, Campinas	350		4	1	Barracão para alugar na Vila Paraíso em Campinas - SP.Excelente imóvel com 350 metros quadrados, ideal para sua empresa, localizado em rua movimentada com boa visibilidade...	
26400	42119	4241	Rua James Clerk Maxwell, Techno Park	1168		17	4	Galpão para locação. ZAE-A , modulo de 1.168,83 m², com vão livre de 804 m², piso com capacidade de 4 ton/m², PD 10m, vestiários. 4 docas com plataforma. Recepção e mezanino de 180...	
3000		160	Jardim Santana, Campinas	150	3	5	2	EXCELENTE CASA PARA ESCRITÓRIO OU COMÉRCIO NO JARDIM SANTANA PRÓXIMO A CIDADE JUDICIARIA3 DORMITÓRIOS, SALA AMPLA, COPA , COZINHA E 2 BANHEIROS5 VAGAS DE GARAGEM	
43207	7494	6109	Techno Park, Campinas	2117		36		Galpão para locação em condomínio empresarial na cidade de Campinas, excelente localização sendo fácil acesso para as rodovias Anhanguera, Bandeirantes e Dom Pedro I, 2.182,0 m² to...	
19440	3000	1600	Jardim Guanabara, Campinas	324		8	4	Lajes para locação no Condomínio: Santa Ethiene, Jardim Guanabara, Campinas. Com 324 m², podem ser separadas e 2 salas, as lajes tem 4 kits molhados, área técnica para ar condicion...	
22000			Jardim das Paineiras, Campinas	600	8	7	4	Excelente sobrado para comercio próximo ao Parque Ecológico, á Rodovia Heitor Penteado e a restaurantes e academias. o Imovel conta com 600m² de área construída, 8 quartos com armá...	
6800		188	Residencial Burato, Campinas	100	3	4	4	Residencial Burato - Barão GeraldoCasa comercial, Z-3, com 4 salas, 1 recepção, cozinha, 4 banheiros. Pátio com 528 m² , portão social, portão eletrônico e alarme.L...	
7000			Avenida Marechal Rondon, Jardim Chapadão	110		5	5	Sala comercial para locação no bairro Jardim Chapadão, Campinas. Excelente sala comercial muito bem localizada de 110m², ar condicionado, 3 banheiros, 5 vagas fixas e coberta mais...	
5000	2500	562	Avenida Selma Parada, Jardim Madalena	140		3	2	Sala comercial de 140m² muito bem distribuído, com salas amplas, iluminadas, sistema de ar condicionado central.Empreendimento integrado ao Galleria Shopping, atraente para emp...	
4500	610	218	Cambuí, Campinas	81	2	2	3	Apartamento para locação em Campinas, no Cambuí, 108 m2, com 22 quartos sendo 1 suítes, sala, lavabo, ampla varanda gourmet com cortina de vidro, cozinha planejada, área de serviço...	
5100		155	Jardim Chapadão, Campinas	175	5	4	5	Ótima casa, em excelente localização. 5 dormitórios, 2 suites, 2 salas, 5 banheiros, 4 vagas de garagem, sendo 2 cobertas. Marque uma visita! -	
48601	8424	8482	Techno Park, Campinas	2336		34		Galpão para locação em condomínio empresarial na cidade de Campinas, excelente localização sendo fácil acesso para as rodovias Anhanguera, Bandeirantes e Dom Pedro I, 2.336,547 m²...	
7000		1406	Rua Conde D'Eu, Jardim Paraíso	564		10		Prédio comercial para locação, Jardim Paraíso em Campinas. Ótimo padrão e localização de grande fluxo e visibilidade. Pisos superiores, sendo 1º andar com 4 salas de 45 mts cada, c...	
800	610		Rua Doutor Quirino, Bosque	80			2	Otima Localização com excelente infra estrutura comercial Espaço com duas amplas salas, com 2 banheiros sendo um social. sem garagem. -	
1000		80	Rua Padre Vieira, Bosque	90	1	1	1	Casa de fundos com 1 dormitorio, sala, cozinha, banheiro social, quintal pequeno, 1 vaga descoberta -	
2500			Vila Industrial, Campinas	150				ÓTIMO SALÃO COMERCIAL C/ 150 M², 4 WCS, PISO FRIO, 2 PORTA DE AÇO, BEM SEGURO!! LOCALIZADO QUASE ESQUINA C/ AV. DOUTOR SALES DE OLIVEIRA, PRÓXIMO AO TEATRO CASTRO MENDES, FÁCIL ACE...	
4200			Vila Industrial, Campinas	250		6	2	Ótimo salão comercial c/ 250 m². Localizado em região c/ vários comércios c/ fácil acesso a rodovia Anhanguera e região central.Piso frio, mezanino de madeira, 2 banheiros,...	
2500		70	Rua Emílio Henking, Bonfim	104	3	3	1	casa comercial/residencial com 03 dorm s/ armários, boa sala, cozinha, 01 wc, pequeno quintal, 02 vagas de garagem. -	
1100	560	80	Rua Antonio Francisco de Andrade, Jardim Proença	68	2	1	2	Excelente localização. Apartamento para locação. Living 2 ambientes, sacada, piso em ardósia, 2 dormitórios com armários, cozinha planejada, banheiro de empregada, 1 vaga de garage...	
2000	465	129	Rua Jasmim, Mansões Santo Antônio	76	2	1	2	APARTAMENTO NO CHÁCARA PRIMAVERA EM CAMPINAS ALUGA.Nono andar.Sala com sacada.02 dormitórios com armários sendo 01 suíte.Cozinha com armário.01 vaga de garagem....	
3000	1700	1200	Rua Aguaçú, Loteamento Alphaville Campinas	1018				EXCELENTE TERRENO EM COMDOMINIO DE ALTO PADRÃO DE 1018 M² COM 37 DE FRENTE, ACLIVE. condominio R$1500,00 -	
1050	680	77	Rua Buarque de Macedo, Guanabara	85	2	1	1	Apartamento para Aluguel - Guanabara, 2 Quartos, 85 - Campinas	
9799	1000	550	Rua Doutor Mário Natividade, Taquaral	189	3	3	5	Imagine uma varanda gourmet enorme e sala maravilhosa com pé direito Duplo !!! Andar alto, 189m² de luxo com tudo o que vc pode querer, desde espaço Pet que tem até ofurô para seu...	
7000			Rua Henrique de Barcelos, Vila Lídia	795			5	Barração comercial venda ou locação.800m². 05 banheiros.02 copas. Ideal para mecânica, funilaria, estacionamento, deposito.Agende agora a sua visita no site zel...	
15000		2073	Jardim Yeda, Campinas	830		55	6	Excelente Barracão para Locação em localização previlegiada, na marginal da Av Ruy Rodrigues entre Extra Amoreiras e Atacadão, região em plena expansão com obras finalizadas do BRT...	
870	284	10	Vila Carminha, Campinas	49	2	1	1	Apartamento para Aluguel - Vila Carminha, 2 Quartos, 49 - Campinas	
2000	1160	98	Rua Barreto Leme, Cambuí	43	1	1	1	EXCELENTE LOCALIZAÇÃO TODO MOBILIADO!.1 quarto amplo e climatizado, living para dois ambientes integrados a uma convidativa sacada, cozinha americana e lavabo.**Apartam...	
1100	70	9	Avenida Tenente Haraldo Egídio de Souza Santos, Guanabara	30	1		1	Apartamento para Aluguel - Guanabara, 1 Quarto, 30 - Campinas	
750	310	200	Rua Rúbens Roberto Ciolfi, Parque Residencial Vila União	57	2	1	1	Apto. em andar baixo com 2 dorm, sala TV, cozinha, banheiro, area de serviço, play ground, quadra poli esportiva, salão de festas, portaria 24 horas, proximo a ponto de onibus, agu...	
5000			Avenida Marechal Rondon, Jardim Chapadão	600	4	3	5	CASA NO BAIRRO JARDIM CHAPADÃO EM CAMPINAS VENDA OU ALUGA.Lindo sobrado para uso residencial e comercial com 04 dormitórios sendo 02 suítes, 05 banheiros, 04 salas, sacada, coz...	
2750	1372	246	Avenida Rotary, Vila Brandina	136	3	2	4	Localizado ao lado do Shopping Iguatemi! Living 2 ambientes com varanda, lavabo, 3 dormitórios, sendo 2 suítes, com armários embutidos, cozinha planejada, despensa, lavanderia, dep...	
4960			Jardim Chapadão, Campinas	500	4	8	3	Casa para Aluguel - Jardim Chapadão, 4 Quartos, 500 - Campinas	
4500		397	Avenida Monte Castelo, Jardim Proença	263	3	3	4	Excelente casa comercial para locação no Jardim Proença em uma das avenidas de grande fluxo de carro, amplas a salas, frente bem espaçosa para estacionamento, local de fácil acesso...	
15000	4238	1017	Rua Maria Monteiro, Cambuí	417	4	4	6	Apartamento à venda Alto padrão Cambuí.Apartamento alto padrão Cambuí/Campinas.Imobiliária em Campinas.Se você busca: alto padrão, unindo conforto, elegância e char...	
2200	900	40	Jardim Paraíso, Campinas	130	3	1	2	APARTAMENTO para Venda e LocaçãoJARDIM GUARANI, CAMPINAS3 dormitórios sendo 2 suítes, 2 banheiros, 1 vaga130,00 M2 útilR$ 600.000,00/ 2.200,00 -	
5500		200	Rua Doutor Ricardo, Botafogo	150			2	Salão comercial, ótima localização, com 150 m2, Ideal para dentistas, academia, call center. -	
550			Centro, Campinas	38	1		1	KITNETAO AMPLO COM SALA/QUARTO SENDO DIVISORIA E ARMARIOS, PISO FRIO, PINTURA NOVA, ARMARIOS NA COZINHA, WC COM BOX, PORTARIA DIURNA E VIRTUAL, SEM GARAGEM, PACOTE: ALUGUEL/CONDOMI...	
600	550		Centro, Campinas	79	2	1	1	APARTAMENTO A VENDA E LOCAÇAO VISITAS AGENDADAS - NA MORAES SALES PX A TREVISAN OTIMO PARA MORADIA OU INVESTIMENTO CENTRO/CAMBUIPARA LOCAÇAO PACOTE DE 1.100,00 (HUM MIL E CEM R...	
1100		80	Jardim San Diego, Campinas	34		1	1	Ótima sala comercial no residencial Nova Bandeirante. Com 34 metros de área útil, 01 banheiro e vaga de garagem. -	
12000		1000	Rua Doutor Emílio Ribas, Cambuí	316	1	3	4	Casa comercial alugar Cambuí / CampinasCasa comercial no CambuíImobiliária em CampinasExcelente imóvel comercial no Cambuí. Em ponto mais que desejado e charmoso do...	
8500		874	Rua Pedro Moreira, Parque Via Norte	276		9	3	BARRACÃO COMERCIAL NO PARQUE VIA NORTE EM CAMPINAS ALUGA.276,11 m².08 salas.03 wc's.09 vagas de estacionamento.Agende agora a sua visita no site zeloimoveis.com	
850	670	95	Rua Major Telmo Coelho Filho, Parque Brasília	51	1	1	1	Apartamento para Locação, Condomínio Pérgola Residencial, Parque Brasília, Campinas. 1 dormitório com armário, cozinha com armários, sala ampla com sacada,área de serviço com porta...	
18500	380728	1665	Avenida Mackenzie, Vila Brandina	340		10	8	Ótima localização, região do Shopping Iguatemi Campinas, fácil acesso a Rodovias. Prédio de lajes corporativas, área 340m² útil, 8 banheiros, 4 copas, 10 vagas de garagem no segund...	
6500	1300	300	Rua Engenheiro José Francisco Bento Homem de Mello, Jardim Madalena	106	3	2	4	Apartamento mobiliado para locação na região do Galleria, andar alto, completo em armários e ar condicionado, living dois ambientes integrado a varanda gourmet, três dormitórios, u...	
10000		857	Rua das Orquídeas, Chácara Primavera	504	4	8	4	Excelente Mansão com 504M² sendo Sala de Tv, Sala de Estar, Sala de Jantar, Área de Serviço, Banheiros, Dormitórios, Vagas de Garagem,possui amplo jardim sensação de natureza.	
850		60	Avenida Doutor Betim, Vila Marieta	25		1	1	Salão em Avenida de 25 m², wc, piso frio adaptado para salão de beleza -	
4500	990	135	Rua Emília Paiva Meira, Cambuí	77	2	2	2	COBERTURA EXTREMAMENTE DIFERENCIADA EM LOCALIZAÇÃO ÍMPAR DO CAMBUÍ.São 2 dormitórios planejados e climatizados sendo 1 suíte, amplo living climatizado acomoda 3 ambientes com a...	
7500		485	Jardim Nossa Senhora Auxiliadora, Campinas	684				Excelente terreno totalmente plano no bairro Jardim Nossa Senhora Auxiliadora, medindo de área total 684,00 m², sendo 10 metros de frente, localização de grande fluxo de veículos,...	
6500		600	Vila Paraíso, Campinas	350		4	1	Barracão para alugar na Vila Paraíso em Campinas - SP.Excelente imóvel com 350 metros quadrados, ideal para sua empresa, localizado em rua movimentada com boa visibilidade...	
26400	42119	4241	Rua James Clerk Maxwell, Techno Park	1168		17	4	Galpão para locação. ZAE-A , modulo de 1.168,83 m², com vão livre de 804 m², piso com capacidade de 4 ton/m², PD 10m, vestiários. 4 docas com plataforma. Recepção e mezanino de 180...	
3000		160	Jardim Santana, Campinas	150	3	5	2	EXCELENTE CASA PARA ESCRITÓRIO OU COMÉRCIO NO JARDIM SANTANA PRÓXIMO A CIDADE JUDICIARIA3 DORMITÓRIOS, SALA AMPLA, COPA , COZINHA E 2 BANHEIROS5 VAGAS DE GARAGEM	
43207	7494	6109	Techno Park, Campinas	2117		36		Galpão para locação em condomínio empresarial na cidade de Campinas, excelente localização sendo fácil acesso para as rodovias Anhanguera, Bandeirantes e Dom Pedro I, 2.182,0 m² to...	
19440	3000	1600	Jardim Guanabara, Campinas	324		8	4	Lajes para locação no Condomínio: Santa Ethiene, Jardim Guanabara, Campinas. Com 324 m², podem ser separadas e 2 salas, as lajes tem 4 kits molhados, área técnica para ar condicion...	
22000			Jardim das Paineiras, Campinas	600	8	7	4	Excelente sobrado para comercio próximo ao Parque Ecológico, á Rodovia Heitor Penteado e a restaurantes e academias. o Imovel conta com 600m² de área construída, 8 quartos com armá...	
6800		188	Residencial Burato, Campinas	100	3	4	4	Residencial Burato - Barão GeraldoCasa comercial, Z-3, com 4 salas, 1 recepção, cozinha, 4 banheiros. Pátio com 528 m² , portão social, portão eletrônico e alarme.L...	
7000			Avenida Marechal Rondon, Jardim Chapadão	110		5	5	Sala comercial para locação no bairro Jardim Chapadão, Campinas. Excelente sala comercial muito bem localizada de 110m², ar condicionado, 3 banheiros, 5 vagas fixas e coberta mais...	
5000	2500	562	Avenida Selma Parada, Jardim Madalena	140		3	2	Sala comercial de 140m² muito bem distribuído, com salas amplas, iluminadas, sistema de ar condicionado central.Empreendimento integrado ao Galleria Shopping, atraente para emp...	
4500	610	218	Cambuí, Campinas	81	2	2	3	Apartamento para locação em Campinas, no Cambuí, 108 m2, com 22 quartos sendo 1 suítes, sala, lavabo, ampla varanda gourmet com cortina de vidro, cozinha planejada, área de serviço...	
5100		155	Jardim Chapadão, Campinas	175	5	4	5	Ótima casa, em excelente localização. 5 dormitórios, 2 suites, 2 salas, 5 banheiros, 4 vagas de garagem, sendo 2 cobertas. Marque uma visita! -	
48601	8424	8482	Techno Park, Campinas	2336		34		Galpão para locação em condomínio empresarial na cidade de Campinas, excelente localização sendo fácil acesso para as rodovias Anhanguera, Bandeirantes e Dom Pedro I, 2.336,547 m²...	
7000		1406	Rua Conde D'Eu, Jardim Paraíso	564		10		Prédio comercial para locação, Jardim Paraíso em Campinas. Ótimo padrão e localização de grande fluxo e visibilidade. Pisos superiores, sendo 1º andar com 4 salas de 45 mts cada, c...	
800	610		Rua Doutor Quirino, Bosque	80			2	Otima Localização com excelente infra estrutura comercial Espaço com duas amplas salas, com 2 banheiros sendo um social. sem garagem. -	
1000		80	Rua Padre Vieira, Bosque	90	1	1	1	Casa de fundos com 1 dormitorio, sala, cozinha, banheiro social, quintal pequeno, 1 vaga descoberta -	
12000		1000	Rua Doutor Emílio Ribas, Cambuí	316	1	3	4	Casa comercial alugar Cambuí / CampinasCasa comercial no CambuíImobiliária em CampinasExcelente imóvel comercial no Cambuí. Em ponto mais que desejado e charmoso do...	
8500		874	Rua Pedro Moreira, Parque Via Norte	276		9	3	BARRACÃO COMERCIAL NO PARQUE VIA NORTE EM CAMPINAS ALUGA.276,11 m².08 salas.03 wc's.09 vagas de estacionamento.Agende agora a sua visita no site zeloimoveis.com	
850	670	95	Rua Major Telmo Coelho Filho, Parque Brasília	51	1	1	1	Apartamento para Locação, Condomínio Pérgola Residencial, Parque Brasília, Campinas. 1 dormitório com armário, cozinha com armários, sala ampla com sacada,área de serviço com porta...	
18500	380728	1665	Avenida Mackenzie, Vila Brandina	340		10	8	Ótima localização, região do Shopping Iguatemi Campinas, fácil acesso a Rodovias. Prédio de lajes corporativas, área 340m² útil, 8 banheiros, 4 copas, 10 vagas de garagem no segund...	
6500	1300	300	Rua Engenheiro José Francisco Bento Homem de Mello, Jardim Madalena	106	3	2	4	Apartamento mobiliado para locação na região do Galleria, andar alto, completo em armários e ar condicionado, living dois ambientes integrado a varanda gourmet, três dormitórios, u...	
10000		857	Rua das Orquídeas, Chácara Primavera	504	4	8	4	Excelente Mansão com 504M² sendo Sala de Tv, Sala de Estar, Sala de Jantar, Área de Serviço, Banheiros, Dormitórios, Vagas de Garagem,possui amplo jardim sensação de natureza.	
850		60	Avenida Doutor Betim, Vila Marieta	25		1	1	Salão em Avenida de 25 m², wc, piso frio adaptado para salão de beleza -	
4500	990	135	Rua Emília Paiva Meira, Cambuí	77	2	2	2	COBERTURA EXTREMAMENTE DIFERENCIADA EM LOCALIZAÇÃO ÍMPAR DO CAMBUÍ.São 2 dormitórios planejados e climatizados sendo 1 suíte, amplo living climatizado acomoda 3 ambientes com a...	
7500		485	Jardim Nossa Senhora Auxiliadora, Campinas	684				Excelente terreno totalmente plano no bairro Jardim Nossa Senhora Auxiliadora, medindo de área total 684,00 m², sendo 10 metros de frente, localização de grande fluxo de veículos,...	
6500		600	Vila Paraíso, Campinas	350		4	1	Barracão para alugar na Vila Paraíso em Campinas - SP.Excelente imóvel com 350 metros quadrados, ideal para sua empresa, localizado em rua movimentada com boa visibilidade...	
26400	42119	4241	Rua James Clerk Maxwell, Techno Park	1168		17	4	Galpão para locação. ZAE-A , modulo de 1.168,83 m², com vão livre de 804 m², piso com capacidade de 4 ton/m², PD 10m, vestiários. 4 docas com plataforma. Recepção e mezanino de 180...	
3000		160	Jardim Santana, Campinas	150	3	5	2	EXCELENTE CASA PARA ESCRITÓRIO OU COMÉRCIO NO JARDIM SANTANA PRÓXIMO A CIDADE JUDICIARIA3 DORMITÓRIOS, SALA AMPLA, COPA , COZINHA E 2 BANHEIROS5 VAGAS DE GARAGEM	
43207	7494	6109	Techno Park, Campinas	2117		36		Galpão para locação em condomínio empresarial na cidade de Campinas, excelente localização sendo fácil acesso para as rodovias Anhanguera, Bandeirantes e Dom Pedro I, 2.182,0 m² to...	
19440	3000	1600	Jardim Guanabara, Campinas	324		8	4	Lajes para locação no Condomínio: Santa Ethiene, Jardim Guanabara, Campinas. Com 324 m², podem ser separadas e 2 salas, as lajes tem 4 kits molhados, área técnica para ar condicion...	
22000			Jardim das Paineiras, Campinas	600	8	7	4	Excelente sobrado para comercio próximo ao Parque Ecológico, á Rodovia Heitor Penteado e a restaurantes e academias. o Imovel conta com 600m² de área construída, 8 quartos com armá...	
6800		188	Residencial Burato, Campinas	100	3	4	4	Residencial Burato - Barão GeraldoCasa comercial, Z-3, com 4 salas, 1 recepção, cozinha, 4 banheiros. Pátio com 528 m² , portão social, portão eletrônico e alarme.L...	
7000			Avenida Marechal Rondon, Jardim Chapadão	110		5	5	Sala comercial para locação no bairro Jardim Chapadão, Campinas. Excelente sala comercial muito bem localizada de 110m², ar condicionado, 3 banheiros, 5 vagas fixas e coberta mais...	
5000	2500	562	Avenida Selma Parada, Jardim Madalena	140		3	2	Sala comercial de 140m² muito bem distribuído, com salas amplas, iluminadas, sistema de ar condicionado central.Empreendimento integrado ao Galleria Shopping, atraente para emp...	
4500	610	218	Cambuí, Campinas	81	2	2	3	Apartamento para locação em Campinas, no Cambuí, 108 m2, com 22 quartos sendo 1 suítes, sala, lavabo, ampla varanda gourmet com cortina de vidro, cozinha planejada, área de serviço...	
5100		155	Jardim Chapadão, Campinas	175	5	4	5	Ótima casa, em excelente localização. 5 dormitórios, 2 suites, 2 salas, 5 banheiros, 4 vagas de garagem, sendo 2 cobertas. Marque uma visita! -	
48601	8424	8482	Techno Park, Campinas	2336		34		Galpão para locação em condomínio empresarial na cidade de Campinas, excelente localização sendo fácil acesso para as rodovias Anhanguera, Bandeirantes e Dom Pedro I, 2.336,547 m²...	
7000		1406	Rua Conde D'Eu, Jardim Paraíso	564		10		Prédio comercial para locação, Jardim Paraíso em Campinas. Ótimo padrão e localização de grande fluxo e visibilidade. Pisos superiores, sendo 1º andar com 4 salas de 45 mts cada, c...	
800	610		Rua Doutor Quirino, Bosque	80			2	Otima Localização com excelente infra estrutura comercial Espaço com duas amplas salas, com 2 banheiros sendo um social. sem garagem. -	
1000		80	Rua Padre Vieira, Bosque	90	1	1	1	Casa de fundos com 1 dormitorio, sala, cozinha, banheiro social, quintal pequeno, 1 vaga descoberta -	
2500			Vila Industrial, Campinas	150				ÓTIMO SALÃO COMERCIAL C/ 150 M², 4 WCS, PISO FRIO, 2 PORTA DE AÇO, BEM SEGURO!! LOCALIZADO QUASE ESQUINA C/ AV. DOUTOR SALES DE OLIVEIRA, PRÓXIMO AO TEATRO CASTRO MENDES, FÁCIL ACE...	
4200			Vila Industrial, Campinas	250		6	2	Ótimo salão comercial c/ 250 m². Localizado em região c/ vários comércios c/ fácil acesso a rodovia Anhanguera e região central.Piso frio, mezanino de madeira, 2 banheiros,...	
2500		70	Rua Emílio Henking, Bonfim	104	3	3	1	casa comercial/residencial com 03 dorm s/ armários, boa sala, cozinha, 01 wc, pequeno quintal, 02 vagas de garagem. -	
1100	560	80	Rua Antonio Francisco de Andrade, Jardim Proença	68	2	1	2	Excelente localização. Apartamento para locação. Living 2 ambientes, sacada, piso em ardósia, 2 dormitórios com armários, cozinha planejada, banheiro de empregada, 1 vaga de garage...	
2000	465	129	Rua Jasmim, Mansões Santo Antônio	76	2	1	2	APARTAMENTO NO CHÁCARA PRIMAVERA EM CAMPINAS ALUGA.Nono andar.Sala com sacada.02 dormitórios com armários sendo 01 suíte.Cozinha com armário.01 vaga de garagem....	
3000	1700	1200	Rua Aguaçú, Loteamento Alphaville Campinas	1018				EXCELENTE TERRENO EM COMDOMINIO DE ALTO PADRÃO DE 1018 M² COM 37 DE FRENTE, ACLIVE. condominio R$1500,00 -	
1050	680	77	Rua Buarque de Macedo, Guanabara	85	2	1	1	Apartamento para Aluguel - Guanabara, 2 Quartos, 85 - Campinas	
9799	1000	550	Rua Doutor Mário Natividade, Taquaral	189	3	3	5	Imagine uma varanda gourmet enorme e sala maravilhosa com pé direito Duplo !!! Andar alto, 189m² de luxo com tudo o que vc pode querer, desde espaço Pet que tem até ofurô para seu...	
